"sektor","kön","månad","tabellinnehåll","Antal pågående anställningar"
"näringslivet","män","2023M06","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",3.4
"näringslivet","män","2023M06","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-7.9
"näringslivet","män","2023M07","Antal pågående anställningar",2326697
"näringslivet","män","2023M07","Antal pågående anställningar - anställningstid >6 månader",1759927
"näringslivet","män","2023M07","Antal pågående anställningar - anställningstid <=6 månader",566770
"näringslivet","män","2023M07","Årlig förändring av antalet pågående anställningar, procent",0.7
"näringslivet","män","2023M07","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",3.3
"näringslivet","män","2023M07","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-6.8
"näringslivet","män","2023M08","Antal pågående anställningar",2297452
"näringslivet","män","2023M08","Antal pågående anställningar - anställningstid >6 månader",1758448
"näringslivet","män","2023M08","Antal pågående anställningar - anställningstid <=6 månader",539004
"näringslivet","män","2023M08","Årlig förändring av antalet pågående anställningar, procent",0.2
"näringslivet","män","2023M08","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",3.2
"näringslivet","män","2023M08","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-8.4
"näringslivet","män","2023M09","Antal pågående anställningar",2294223
"näringslivet","män","2023M09","Antal pågående anställningar - anställningstid >6 månader",1761321
"näringslivet","män","2023M09","Antal pågående anställningar - anställningstid <=6 månader",532902
"näringslivet","män","2023M09","Årlig förändring av antalet pågående anställningar, procent",0.0
"näringslivet","män","2023M09","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",3.0
"näringslivet","män","2023M09","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-8.7
"näringslivet","män","2023M10","Antal pågående anställningar",2245837
"näringslivet","män","2023M10","Antal pågående anställningar - anställningstid >6 månader",1756872
"näringslivet","män","2023M10","Antal pågående anställningar - anställningstid <=6 månader",488965
"näringslivet","män","2023M10","Årlig förändring av antalet pågående anställningar, procent",-0.2
"näringslivet","män","2023M10","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",2.6
"näringslivet","män","2023M10","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-9.2
"näringslivet","män","2023M11","Antal pågående anställningar",2242467
"näringslivet","män","2023M11","Antal pågående anställningar - anställningstid >6 månader",1761508
"näringslivet","män","2023M11","Antal pågående anställningar - anställningstid <=6 månader",480959
"näringslivet","män","2023M11","Årlig förändring av antalet pågående anställningar, procent",-0.5
"näringslivet","män","2023M11","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",2.2
"näringslivet","män","2023M11","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-9.2
"näringslivet","män","2023M12","Antal pågående anställningar",2259877
"näringslivet","män","2023M12","Antal pågående anställningar - anställningstid >6 månader",1766925
"näringslivet","män","2023M12","Antal pågående anställningar - anställningstid <=6 månader",492952
"näringslivet","män","2023M12","Årlig förändring av antalet pågående anställningar, procent",-0.8
"näringslivet","män","2023M12","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.7
"näringslivet","män","2023M12","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-8.9
"näringslivet","män","2024M01","Antal pågående anställningar",2177458
"näringslivet","män","2024M01","Antal pågående anställningar - anställningstid >6 månader",1745491
"näringslivet","män","2024M01","Antal pågående anställningar - anställningstid <=6 månader",431967
"näringslivet","män","2024M01","Årlig förändring av antalet pågående anställningar, procent",-1.0
"näringslivet","män","2024M01","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.3
"näringslivet","män","2024M01","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-9.6
"näringslivet","män","2024M02","Antal pågående anställningar",2159636
"näringslivet","män","2024M02","Antal pågående anställningar - anställningstid >6 månader",1735789
"näringslivet","män","2024M02","Antal pågående anställningar - anställningstid <=6 månader",423847
"näringslivet","män","2024M02","Årlig förändring av antalet pågående anställningar, procent",-1.2
"näringslivet","män","2024M02","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.0
"näringslivet","män","2024M02","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-9.3
"näringslivet","män","2024M03","Antal pågående anställningar",2165955
"näringslivet","män","2024M03","Antal pågående anställningar - anställningstid >6 månader",1749821
"näringslivet","män","2024M03","Antal pågående anställningar - anställningstid <=6 månader",416134
"näringslivet","män","2024M03","Årlig förändring av antalet pågående anställningar, procent",-1.4
"näringslivet","män","2024M03","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.4
"näringslivet","män","2024M03","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-8.3
"näringslivet","män","2024M04","Antal pågående anställningar",2191274
"näringslivet","män","2024M04","Antal pågående anställningar - anställningstid >6 månader",1755307
"näringslivet","män","2024M04","Antal pågående anställningar - anställningstid <=6 månader",435967
"näringslivet","män","2024M04","Årlig förändring av antalet pågående anställningar, procent",-1.3
"näringslivet","män","2024M04","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.0
"näringslivet","män","2024M04","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-6.0
"näringslivet","män","2024M05","Antal pågående anställningar",2220465
"näringslivet","män","2024M05","Antal pågående anställningar - anställningstid >6 månader",1752755
"näringslivet","män","2024M05","Antal pågående anställningar - anställningstid <=6 månader",467709
"näringslivet","män","2024M05","Årlig förändring av antalet pågående anställningar, procent",-1.4
"näringslivet","män","2024M05","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.4
"näringslivet","män","2024M05","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-5.1
